,PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
1009,United Kingdom “top 5” pop music lyrics,2018,Psychology of Music,"North, Adrian C.",Australia,UK,UK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,popular music,Western,precomposed,study 2: compiling lyric/population relationship; lyrics study of songs from UK sales charts,Katie Vishwanath,certainty; economy; lyrics; music; optimism; relationships; violence
1010,"Perception of isolated chords: Examining frequency of occurrence, instrumental timbre, acoustic descriptors and musical training",2018,Psychology of Music,Arthurs; Yuko,UK,UK,UK,NA,33,NA,NA,adults,musicians; non-musicians,NA,20,13,7.88,classical,Western,experimenter-created,NA,Katie Vishwanath,consonance; frequency of occurrence; musical chords; musical training; timbre familiarity
1011,How guilt/shame proneness and coping styles are related to music performance anxiety and stress symptoms by gender,2018,Psychology of Music,"Coskun-Senturk, Gulce",Turkey,Turkey,Turkey,NA,399,21.96,2.66,university students,musicians,volunteer,244,155,NA,classical; Turkish,Western; Turkey,NA,Questionnaire study,Katie Vishwanath,coping strategies; gender; guilt-shame orientation; music performance anxiety; stress
1012,Self-determination theory and motivation for music,2018,Psychology of Music,"MacIntyre, Peter D.",Canada,Canada,Canada,NA,188,NA,NA,adults,musicians,volunteer,90,98,NA,NA,Western,NA,Questionnaire study,Katie Vishwanath,desire to learn; extrinsic motivation; intrinsic motivation; motivational intensity; musical self-esteem; perceived competence; willingness to play
1013,Connecting chord progressions with specific pieces of music,2018,Psychology of Music,"Jimenez, Ivan",Finland,US,US,NA,97,28.29 (professional musicians); 20.0 (serious amateur musicians); 20.45 (amateur musicians); 20.24 (non-musicians),NA,undergraduate students,musicians; non-musicians,course credit; volunteer,4 (professional musicians); 9 (serious amateur musicians); 17 (amateur musicians); 9 (non-musicians),13 (professional musicians); 7 (serious amateur musicians); 23 (amateur musicians); 15 (non-musicians),10.9 (professional musicians); 8.69 (serious amateur musicians); 5.89 (amateur musicians),classical,Western,precomposed,NA,Katie Vishwanath,aural skills; harmony; memory for harmony; music identification; musical memory
1014,Better late than never (or early): Music training in late childhood is associated with enhanced decision-making,2018,Psychology of Music,"Smayda, Kirsten E.",US,US,US,NA,69,NA,NA,university students,musicians; non-musicians,NA,NA,NA,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,cognition; computational modeling; critical period; decision-making; music training
1015,How >:( is Bizet? Icon ratings of music,2018,Psychology of Music,"Murari, Maddalena",Italy,Australia,Australia,NA,68,21.97,5.95,university students,NA,NA,40,27; 1 (not specified),7.81,classical,Western,precomposed,NA,Katie Vishwanath,auditory perception/cognition; crossmodal associations; sensory scales; perception; interaction
1016,Personal and situational influences on the functions of music listening,2018,Psychology of Music,"Greb, Fabian",Germany,Germany,Germany,NA,587,25.4,7,university students,NA,other,340,247,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,engagement; everyday life; functions of music listening; music listening behavior; situational influences; use of music
1017,Adaptation of a Self-Regulated Practice Behaviour Scale for Portuguese music students,2018,Psychology of Music,"Madeira, Ligia Raquel B.",Portugal,Portugal,Portugal,NA,1200,12.4,NA,university students,musicians,NA,667,533,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,confirmatory factor analysis; conservatoire students; music practice; self-regulation; self-report measure
1018,Undergraduate students’ strategies for negotiating emerging performer and teacher identities,2018,Psychology of Music,"Gonzalez, Manuel Joaquin Fernandez",Latvia,Latvia,Latvia,NA,257,NA,NA,undergraduate students,musicians,NA,NA,NA,NA,NA,NA,NA,Questionnaire study; analysis performed on previously collected data,Katie Vishwanath,professional identity; performer students; identity integration; performer identity; instrumental teacher identity; cluster analysis
1019,"Music performance anxiety: Exploring structural relations with self-efficacy, boost, and self-rated performance",2018,Psychology of Music,"Gonzalez, Antonio",Spain,Spain,Spain,Hispanic,270,29.4,11.4,NA,musicians,volunteer,144,126,11.2,NA,NA,NA,Questionnaire study,Katie Vishwanath,boost; music performance anxiety; self-efficacy; self-rated performance
1020,Exploring the impact of choral singing on mindfulness,2018,Psychology of Music,"Lynch, Julie",Ireland,Ireland,Ireland,NA,83,51.9,NA,adults,musicians,volunteer,65,18,NA,classical,Western,precomposed,NA,Katie Vishwanath,choir; choral singing; mindfulness; state mindfulness; well-being
1021,Emotional reactions to music in depressed individuals,2018,Psychology of Music,"Sakka, Laura S.",Sweden,Sweden,Sweden,NA,77,32.7,13.1,university+,NA,course credit; other,38,39,NA,NA,NA,precomposed,"music stimuli from Juslin et al. (2014, 2015)",Katie Vishwanath,cognitive bias; depression; emotions; mechanisms; music experience
1022,Psychological needs satisfaction and value in students’ intentions to study music in high school,2018,Psychology of Music,"Freer, Elisabeth",Australia,Australia,Australia,NA,204,NA,NA,children,NA,NA,NA,204,NA,NA,NA,NA,Questionnaire study; male-only,Katie Vishwanath,motivation; education; Self-Determination Theory; expectancy-value theory; school education
1023,Masculine harps and feminine horns: Timbre and pitch level influence gender ratings of musical instruments,2018,Psychology of Music,"Stronsick, Lisa M.",US,US,US,NA,30,18.3,NA,university students,NA,course credit,30,NA,NA,classical; jazz,Western,precomposed,main study; female-only,Katie Vishwanath,auditory perception; gender associations; musical instruments; pitch; timbre
1024,Masculine harps and feminine horns: Timbre and pitch level influence gender ratings of musical instruments,2018,Psychology of Music,"Stronsick, Lisa M.",US,US,US,NA,18,19.5,NA,university students,NA,course credit,18,NA,NA,classical; jazz,Western,precomposed,pilot study 1; female-only,Katie Vishwanath,auditory perception; gender associations; musical instruments; pitch; timbre
1025,Masculine harps and feminine horns: Timbre and pitch level influence gender ratings of musical instruments,2018,Psychology of Music,"Stronsick, Lisa M.",US,US,US,NA,10,18.9,NA,university students,NA,course credit,10,NA,NA,classical; jazz,Western,precomposed,pilot study 2; female-only,Katie Vishwanath,auditory perception; gender associations; musical instruments; pitch; timbre
1026,Masculine harps and feminine horns: Timbre and pitch level influence gender ratings of musical instruments,2018,Psychology of Music,"Stronsick, Lisa M.",US,US,US,NA,10,18.4,NA,university students,NA,course credit,10,NA,NA,classical; jazz,Western,precomposed,pilot study 3; female-only,Katie Vishwanath,auditory perception; gender associations; musical instruments; pitch; timbre
1027,The Distinctiveness Effect in the Recognition of Whole Melodies ,2019,Music Perception,"Rainsord, Miriam",Australia,online,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Africa,experimenter-created,"Demographic information was not collected due to experimenter error; 
",Aliya,distinctivness effect; melody; recognition; mirror effect; computational modeling
1028,The Distinctiveness Effect in the Recognition of Whole Melodies ,2019,Music Perception,"Rainsord, Miriam",Australia,Australia,NA,NA,26,NA,NA,undergraduate students,NA,course credit,23,3,NA,NA,NA,experimenter-created,Demographic information was not collected due to experimenter error;,Aliya,distinctivness effect; melody; recognition; mirror effect; computational modeling
1029,Examining the Effect of Oral Transmission on Folksongs,2019,Music Perception,"Shanahan, Daniel",US,US,North America,NA,60,19.5,1.7,undergraduate students,musicians,NA,32,28,NA,folk,Western,experimenter-created,,Aliya,oral transmission; folksongs; affordances; social learning; cadences
1030,"Playing Together, Apart: Musican' Experiecnes of Physical Separation in a Classical Recording Studio",2019,Music Perception,"Iorwerth, Miriam",UK,UK,UK,NA,6,NA,NA,NA,musicians,NA,2,4,NA,NA,Western,precomposed,,Aliya,communicaiton; ensemble; nonverbal communication; performance; technology
1031,Deconstructing the nPVI: A Methodological Critique of the Normalized Pairwise Variability Index as Applied to Music ,2019,Music Perception,"Condit-Schultz, Nathaniel",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,folk; rap; Haydn string quartets,Western; China,precomposed,"corpus study, please check I've done this right",Aliya,methodology; rhythm; quantification; computer-based musicology; corpus study
1032,Pleasant Musical Imagery: Eliciting Cherished Music in the Second Person ,2019,Music Perception,"Huovinen, Erkki",Sweden,Sweden,NA,NA,50,26.5,8.3,NA,musicians,NA,26,24,*3.5th year at uni,Various,NA,precomposed,,Aliya,elicitation interview; enactive processes; evocativeness; human-music interaction; musical imagery
1033,Distortion and Rock Guitar Harmony: The Influence of Distortion Level and Structural Complexity on Acoustic Features and Perceived Pleasantness of Guitar Chords,2019,Music Perception,"Herbst, Jan-Peter",UK,Germany,Germany,NA,171,22.06,3.33,NA,musicians; non-musicians,NA,91,80,NA,Rock,NA,experimenter-created,,Aliya,distortion; chords; harmony; guitar; rock music
1034,"Anticipatory Syncopation in Rock, A Corpus Study",2019,Music Perception,"Tan, Ivan",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rock,Western,precomposed,,Aliya,Rhythm and timing; popular music; metre; corpus; music and language
1035,"Peak Experiences with Electronic Dance Music: Subjective Experiences, Physiological Responses, and Musical Characteristics of the Break Routine ",2019,Music Perception,"Torvanger Solberg, Ragnhild",Norway,UK,UK,NA,24,28.2,9.2,NA,NA,volunteer,14,10,NA,EDM,NA,NA,,Aliya,electronic dance music; peak experiences; pleasure; skin conductance; expectancy
1036,"Empathy, Entrainment, and Perceived Interaction in Complex Dyadic Dance Movement",2019,Music Perception,"Carlson, Emily",Finland,Finland,NA,NA,73,25.75,4.72,NA,NA,volunteer,52,21,NA,Various (8),NA,experimenter-created,,Aliya,entrainment; dance; interaction; perceptin' motion capture
1037,Tone Profiles of Isolated Musical Chords: Psychoacoustic Versus Cognitive Models ,2019,Music Perception,"Parncutt, Richard",Austria,NA,NA,NA,40,25,7,NA,musicians,volunteer,26,14,NA,artificial,NA,experimenter-created,,Aliya,harmony; tonality; pitch' missing fundamnetal; chord root
1038,Electrophysiological Correlates of Key and Harmony Processing in 3-year-old Children ,2019,Music Perception,"Corrigall, Kathleen A. ",Canada,Canada,Canada,NA,44,3.5,0.1,children,non-musicians,volunteer,22,22,0,NA,Western,experimenter-created,,Aliya,tonality; enculturation; EEG; ERP; child development
1039,A Reinvestigation of the Source Dilemma Hypothesis ,2019,Music Perception,"Kowalewski, Douglas A.",US,US,US,NA,311,18.83,1.69,NA,musicians; non-musicians,course credit,202,109,NA,NA,Western,experimenter-created,,Aliya,music; emotion; source dilemna; dissonance; auditory scene analysis
1040,A Single Item Measure for Identifying Musician and Nonmusician Categories Based on Measures of Musical Sophistication ,2019,Music Perception,"Zhang, J. Diana",Australia,Australia,NA,NA,159,20.8,1.8,undergraduate students,musicians; non-musicians,volunteer,99,60,NA,NA,NA,NA,,Aliya,"expertise, identity, amateur musician, professional musician, non-musician"
1041,The Relationship Between Portuguese Children's Use of Singing Voice and Singing Accuracy when Singing with Text and a Neutral Syllable ,2019,Music Perception,"Pereira, Ana Isabel",Portugal,Portugal,Portugal,NA,137,NA,NA,children,NA,NA,74,63,NA,NA,Western,experimenter-created,,Aliya,childrens use of singing voice; singing accuracy; pitch-matching' neurtral syllable; text
1042,Vowel Formant Structure Predicts Metric Position in Hip-hop Lyrics ,2019,Music Perception,"Ammirante, Raolo,",Canada,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hip-hop,Western,precomposed,corpus study,Aliya,rap; rhyme; meter; formant; masking
1043,"Moving to Communicate, Moving to Interact: Patterns of Body Motion in Musical Duo Performance ",2019,Music Perception,"Bishop, Laura",Austria,Austria,Austria,NA,42,pianists: 28.3; clarinettists 24,NA,NA,musicians,volunteer,27,15,NA,Classical,Western,precomposed,,Aliya,ensemble performance; musical interaction; communication; movemnet; gesture
1044,"Motown, Disco, and Drumming: An Exploration of the Relationship Between Beat Salience, Melodic Structure, and Perceived Tempo ",2019,Music Perception,"London, Justin",US,US,US,NA,21,22.9,7.9,NA,musicians; non-musicians,volunteer,13,8,NA,Mowtown; rock,Western,experimenter-created,,Aliya,rhythm; beat salience; tempo; absolute versus relative tempo; judgement; perceptual sharpening
1045,"Motown, Disco, and Drumming: An Exploration of the Relationship Between Beat Salience, Melodic Structure, and Perceived Tempo ",2019,Music Perception,"London, Justin",US,Finland,Finland,NA,36,26.3,4.43,NA,musicians; non-musicians,paid,22,14,NA,Disco,Western,experimenter-created,,Aliya,rhythm; beat salience; tempo; absolute versus relative tempo; judgement; perceptual sharpening
1046,"Motown, Disco, and Drumming: An Exploration of the Relationship Between Beat Salience, Melodic Structure, and Perceived Tempo ",2019,Music Perception,"London, Justin",US,US,US,NA,28,35.6,18.1,NA,musicians; non-musicians,paid,28,16,NA,Drum/Percussive,Western,experimenter-created,,Aliya,rhythm; beat salience; tempo; absolute versus relative tempo; judgement; perceptual sharpening
1047,A Whole Brain EEG Analysis of Musicianship,2019,Music Perception,"Ribeiro, Estella",Brazil,Brazil,NA,NA,26,musicians: 26.8; non-musicians: 31.2,NA,NA,musicians; non-musicians,volunteer,9,17,NA,classical,Western,precomposed,,Aliya,activation patterns; EEG; multivariate statistics; vector navigation; music listening
