PaperTitle,Year,Journal,FirstAuthorName,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,SampleOtherDescription,SampleMusicianshipDescription,SamplingMethodDescription,FemaleParticipantsNumber,MaleParticipantsNumber,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
Explorational instrumental practice: An expansive approach to the development of improvisation competence,2018,Psychology of Music,"Johansen, Guro Gravem",Norway,Norway and Sweden,Norway and Sweden,Nordic and Swedish,13,NA,NA,university jazz program students,musicians,NA,NA,NA,NA,jazz,Western,NA,Qualitative Interview Study,Katie Vishwanath,expansive learning; explorational practice; improvisation; instrumental practice; jazz education
Development and evaluation of two brief group interventions for music performance anxiety in community musicians,2018,Psychology of Music,"Kenny, Dianna T.",Australia,Australia,Australia,NA,10,NA,NA,high school students to working professionals,musicians,NA,NA,NA,NA,NA,Western,precomposed,Pilot Study; Recital-based study; measuring using anxiety testing measures,Katie Vishwanath,anxiety sensitivity; cognitive behavioral therapy; community musicians; music performance anxiety; performance quality
Development and evaluation of two brief group interventions for music performance anxiety in community musicians,2018,Psychology of Music,"Kenny, Dianna T.",Australia,Australia,Australia,NA,68,44.51,15.95,high school students to working professionals,musicians,NA,45,23,15.54,NA,Western,precomposed,Recital-based study; measuring using anxiety testing measures,Katie Vishwanath,anxiety sensitivity; cognitive behavioral therapy; community musicians; music performance anxiety; performance quality
Beating time: How ensemble musicians’ cueing gestures communicate beat position and tempo,2018,Psychology of Music,"Bishop, Laura",Austria,Austria,Austria,NA,52,26.5 (pianists); 24.9 (violinists),4.7 (pianists); 3.3 (violinists),university students and graduates,musicians,NA,NA,NA,18.4 (pianists); 17.6 (violinists),classical,Western,precomposed,Recital-based study,Katie Vishwanath,ensemble performance; human movement; interpersonal coordination; musical experise; visual communications
Music performance anxiety: A clinical outcome study into the effects of cognitive hypnotherapy and eye movement desensitisation and reprocessing in advanced pianists,2018,Psychology of Music,"Brooker, Elizabeth",UK,UK,UK,NA,46,NA,NA,advanced pianists,musicians,NA,29,17,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,cognition; implicit processes; intervention; state anxiety; trait anxiety
The effect of background music and noise on the cognitive test performance of Chinese introverts and extraverts,2018,Psychology of Music,"Kou, Siyi",UK,UK,China; UK,Chinese,92,25.6,3.9,NA,NA,volunteered; UCL pen given as incentive,59,33,NA,Chinese popular music,Eastern (Chinese Pop Music),precomposed,NA,Katie Vishwanath,arousal; background music; cognition; culture; personality
"The relationship between music performance anxiety, subjective performance quality and post-event rumination among music students",2018,Psychology of Music,"Nielsen, Carole",Switzerland,Switzerland,Switzerland,NA,72,22.7,3,university students; performing musicians,musicians,paid,48,24,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,field study; music performance anxiety; post-event rumination; social anxiety; subjective performance quality
Music education promotes lifelong engagement with the arts,2018,Psychology of Music,"Elpus, Kenneth",USA,USA,USA,NA,35735,NA,NA,adults,NA,NA,NA,NA,NA,NA,NA,NA,analysis of 2012 Survey of Public Participation in the Arts,Katie Vishwanath,adults; audiences; engagement; lifespan; live performance; performance; school education
"The effect of regular listening to preferred music on pain, depression and anxiety in older care home residents",2018,Psychology of Music,"Costa, Fiona",UK,UK,UK,White British; Other White; Asian British; Caribbean; Middle Eastern,117,87,7.1,adults; older adults,NA,NA,85,32,NA,classical; other,Western; other,precomposed,listened to compilation of music programs according to their preferences,Katie Vishwanath,anxiety; care homes; depression; older adults; pain; preferred music
Conflict in collaborative musical composition: A case study,2018,Psychology of Music,"Hill, Matthew",Australia,Australia,Australia,Austrialian,3,NA,NA,band members,musicians,NA,NA,3,NA,rock(?),Western,precomposed,case study,Katie Vishwanath,collaboration; combined flow; conflict; creativity; empathetic creativity; group flow; music composition
Middle school band students’ self-determination to practice,2018,Psychology of Music,"Schatt, Matthew D.",USA,USA,USA,NA,796,11.9,1.67,middle school students,musicians,NA,524,272,2.01,classical,Western,NA,NA,Katie Vishwanath,band; middle school; motivation; music; practice; self-determination theory
Predicting emotional response to music through a compound neural network,2018,Psychology of Music,"Saiz-Clar, Elena",Spain,Spain,Spain,NA,40 (stimuli),NA,NA,music stimuli,NA,NA,NA,NA,NA,classical,Western,precomposed,how emotional effects of music can be explained using AI,Katie Vishwanath,activation; artificial intelligence; emotion; music; valence
Maternal engagement with music up to nine months post-birth: Findings from a cross-sectional study in England,2018,Psychology of Music,"Fancourt, Daisy",UK,UK,UK,NA,473,NA,NA,pregnant mothers,NA,vouchers from Mothercare,473,NA,NA,classical; other,Western,NA,NA,Katie Vishwanath,cross-sectional; mothers; music engagement; postnatal; survey
Development and validation of the Psychosocial Risks Questionnaire for Musicians (PRQM),2018,Psychology of Music,"Jacukowicz, Aleksandra",Poland,Poland,Poland,NA,71,25.9,6.5,NA,musicians,NA,43,36,NA,NA,NA,NA,Questionnaire creation study,Katie Vishwanath,musicians; occupational stress; psychosocial risks; psychological stress; psychological tests
Development and validation of the Psychosocial Risks Questionnaire for Musicians (PRQM),2018,Psychology of Music,"Jacukowicz, Aleksandra",Poland,Poland,Poland,NA,154,37.6,11.3,professional musicians,musicians,NA,85,69,NA,classical; popular music,Western,NA,validation of questionnaire created in previous study,Katie Vishwanath,musicians; occupational stress; psychosocial risks; psychological stress; psychological tests
Contextual factors and wellbeing outcomes: Ethnographic analysis of an artist-led group songwriting program with young people,2018,Psychology of Music,"Baker, Felicity A.",Australia,Australia,Australia,NA,85,13.94,2.17,songwriters,musicians,NA,57,28,NA,NA,Western,precomposed,NA,Katie Vishwanath,artist-led programs; community music; music education; music therapy; regional communities; songwriting; wellbeing; young people
Adults recognize toddlers’ song renditions,2018,Psychology of Music,"Gudmundsdottir, Helga",Iceland,US,US,NA,25,NA,NA,adults,NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,early childhood; pitch; range; singing; toddlers
Adults recognize toddlers’ song renditions,2018,Psychology of Music,"Gudmundsdottir, Helga",Iceland,US,US,NA,18,NA (20-40 months),NA,young children (toddlers),NA,NA,NA,NA,NA,classical,Western,precomposed,NA,Katie Vishwanath,early childhood; pitch; range; singing; toddlers
Self-affirmation improves music performance among performers high on the impulsivity dimension of sensation seeking,2018,Psychology of Music,"Churchill, Susan",UK,UK,UK,NA,65,19,2.02,undergraduate music students,musicians,NA,47,18,NA,classical,Western,NA,NA; Literature Review,Katie Vishwanath,impusitivity; music performance; self-affirmation; sensation seeking
Music listening as self-enhancement: Effects of empowering music on momentary explicit and implicit self-esteem,2018,Psychology of Music,"Elvers, Paul",Germany,Germany,Germany,NA,118,25.05,4.45,university students,NA,paid,68,50,NA,German music,Western,precomposed,NA,Katie Vishwanath,implicit attitudes; music and social cognition; music and wellbeing; self-enhancement; self-esteem
The effects of instruction on the singing ability of children ages 5 to 11: A meta-analysis,2018,Psychology of Music,"Svec, Christina L.",USA,USA,USA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western,NA,meta-analysis of 34 studies,Katie Vishwanath,education; meta-analysis; pitch accuracy; singing; teaching; vocal development
Pitch-verticality and pitch-size cross-modal interactions,2018,Psychology of Music,"Bonetti, Leonardo",Italy,Italy,Italy,NA,30,34.93 (female); 32.13 (male),NA,NA,NA,NA,15,15,NA,artificial,Western,experimenter-created,study 1,Katie Vishwanath,cross-modal perception; pitch; size; sound localization; speeded classification
Pitch-verticality and pitch-size cross-modal interactions,2018,Psychology of Music,"Bonetti, Leonardo",Italy,Italy,Italy,NA,22,30.63 (female); 33.09 (male),NA,university students,NA,NA,11,11,NA,artificial,Western,experimenter-created,study 2,Katie Vishwanath,cross-modal perception; pitch; size; sound localization; speeded classification
"Confucian Heritage Culture, parental differential treatment of siblings and music learning: A hermeneutic analysis of a musical family",2018,Psychology of Music,"Fung, Annabella S.K.",Australia,USA,USA,Chinese,6,NA,NA,family members,NA,NA,4,2,NA,NA,Western,NA,Interview Study (Case study),Katie Vishwanath,Confucian Heritage Culture; Interpretative Phenomenological Analysis; moral cultivation and self-perfection; music education aims; music learning; parental differential treatment; sibling interaction
Making sense of music: Meanings 10- to 18-year-olds attach to experimenter-selected musical materials,2018,Psychology of Music,"Herbert, Ruth",UK,UK,UK,NA,84,NA,NA,young people,NA,NA,42,42,NA,various genres,Western; other,precomposed,NA,Katie Vishwanath,adolescence; development; engagement; listening; meaning; socio-cultural
Reactions to “patriotic” and “protest” songs in individuals differing in political orientation,2018,Psychology of Music,"Ziv, Naomi",Israel,Israel,Israel,Israeli(?),100,30.9,5.25,NA,NA,NA,49,51,NA,Israeli music,Music from Israel,precomposed,NA,Katie Vishwanath,censure; group cohesion; music; patriotic; political orientation; protest
Reactions to “patriotic” and “protest” songs in individuals differing in political orientation,2018,Psychology of Music,"Ziv, Naomi",Israel,Israel,Israel,Israeli(?),78,33.51,8.01,NA,NA,NA,39,39,NA,Israeli music,Music from Israel,precomposed,Used the lyrics of the songs from the previous study,Katie Vishwanath,censure; group cohesion; music; patriotic; political orientation; protest
Popular music and the role of vocal melody in perceived emotion,2018,Psychology of Music,"Beveridge, Scott",Germany,UK,UK,NA,196,23.23,7.11,undergraduate students,NA,paid,45,151,NA,popular-like genre; other,Western,precomposed,sourced from community-based music sites and production music libraries,Katie Vishwanath,emotion; popular music; technology; voice
Popular music and the role of vocal melody in perceived emotion,2018,Psychology of Music,"Beveridge, Scott",Germany,UK,UK,NA,30,30.2,11.6,undergraduate students,NA,volunteered,8,22,NA,popular-like genre; other,Western,precomposed,sourced from community-based music sites and production music libraries,Katie Vishwanath,emotion; popular music; technology; voice
Singing in later life: The anatomy of a community choir,2018,Psychology of Music,"Lamont, Alexandra",UK,UK,UK,NA,11,NA,NA,community choir members,musicians(?),NA,9,2,NA,NA,Western,NA,Questionnaire study,Katie Vishwanath,ageing; arts and health; choirs; community music; well-being
Singing in later life: The anatomy of a community choir,2018,Psychology of Music,"Lamont, Alexandra",UK,UK,UK,NA,31,NA,NA,community choir members,musicians(?),NA,28,3,NA,NA,Western,NA,Individual Interview Study,Katie Vishwanath,ageing; arts and health; choirs; community music; well-being
"Effect of a musical instrument performance program on emotional intelligence, anxiety, and aggression in Korean elementary school children",2018,Psychology of Music,"Kim, Hyun-Sil",South Korea,South Korea,South Korea,East Asian,65,9.7,NA,music class; elementary school children,NA,NA,37,28,NA,classical,Western,precomposed,NA,Katie Vishwanath,aggression; anxiety; elementary school children; emotional intelligence; musical instrument performance program
Multidimensional measurement of exposure to music in childhood: Beyond the musician/non-musician dichotomy,2018,Psychology of Music,"Cogo-Moreira, Hugo",Brazil,Brazil,Brazil,NA,1006,8.36,1.5,elementary school children,NA,NA,NA,NA,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,assessment; child development; perception; psychometrics; youth culture
Music for anxiety? Meta-analysis of anxiety reduction in non-clinical samples,2018,Psychology of Music,"Panteleeva, Yulia",Switzerland,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,meta-analysis of 19 studies,Katie Vishwanath,anxiety; emotion regulation; music listening; resilience; stress
The effect of focused instruction on young children’s singing accuracy,2018,Psychology of Music,"Demorest, Steven",USA,USA,USA,NA,79,5.7,NA,kindergarten school children,NA,NA,NA,NA,NA,classical,Western,experimenter-created; precomposed,NA,Katie Vishwanath,assessment; intonation; pitch matching; singing accuracy; skill development
Improvised song endings in a developmental perspective: A mixed-methods study,2018,Psychology of Music,"Ilari, Beatriz",USA,USA,USA,Latino/Hispanic,57,6.8,6.71,elementary school children,NA,NA,22,35,NA,classical,Western,precomposed,study 1,Katie Vishwanath,improvisation; improvised song endings; middle childhood; mixed methods; musical development
Improvised song endings in a developmental perspective: A mixed-methods study,2018,Psychology of Music,"Ilari, Beatriz",USA,USA,USA,Latino/Hispanic,53,6.79,6.79,elementary school children,NA,NA,22,31,NA,NA,NA,NA,study 2; qualitative study,Katie Vishwanath,improvisation; improvised song endings; middle childhood; mixed methods; musical development
Children’s invented notations: Extending knowledge of their intuitive musical understandings using a Vygotskian social constructivist view,2018,Psychology of Music,"Carroll, Debbie",Canada,Canada,Canada,NA,13,NA,NA,elementary school children,NA,NA,6,7,NA,traditional,Western,precomposed,NA,Katie Vishwanath,children's cognition; intuitive and emergent musical understandings; invented musical notations; multiple intelligences; peer-peer learning; social constructivisim; Vygotsky
