PaperTitle,Year,Journal,FirstAuthorName_cleaned,FirstAuthorCountry,CountryDataCollected,SamplePrimaryCountryofOrigin,Ethnicity,SampleSize,SampleAgeMean,SampleAgeSD,FemaleParticipantsNumber,MaleParticipantsNumber,SampleMusicianshipDescription,SamplingMethodDescription,SampleOtherDescription,MeanYearsEducation,MusicPrimaryGenre,MusicOriginCountry,MusicSource,Comments,CoderName,Keywords
How Music Moves Us: Entraining to Musicians’ Movements,2018,Music Perception,"Demos, Alexander P.",US,US,US,NA,29,19.04,0.73,20,9,musicians; non-musicians,course credit,university students,NA,classical,Western,precomposed,NA,Katie Vishwanath,synchronization; entrainment; postural sway; music performance; music listening
Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians,2018,Music Perception,"Nazari, Mohammad Ali",Iran,Iran,Iran,NA,32,25,3,16,16,musicians; non-musicians,course credit,university+,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,auditory perception; time dilation; oddball position; oddball deviancy; musicians
Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians,2018,Music Perception,"Nazari, Mohammad Ali",Iran,Iran,Iran,NA,32,26,3.2,13,19,musicians; non-musicians,course credit,university+,NA,artificial,Western,experimenter-created,NA,Katie Vishwanath,auditory perception; time dilation; oddball position; oddball deviancy; musicians
Performers’ Motions Reflect the Intention to Express Short or Long Melodic Groupings,2018,Music Perception,"Huberth, Madeline",US,US,US,NA,12,NA,NA,6,6,musicians,paid,university+,14.7,classical,Western,precomposed,NA,Katie Vishwanath,movement; performance; interpretation; embodied cognition; melodic grouping
Musical Activity and Well-being: A New Quantitative Measurement Instrument,2018,Music Perception,"Krause, Amanda E.",Australia,Australia,Australia,NA,207,32.95,13.4,138,69,musicians,volunteer,NA,NA,NA,NA,experimenter-created,This was a questionnaire creation study.,Katie Vishwanath,well-being; music-making; qualitative metaanalysis; music; participation
A Psychocultural Theory of Musical Interval: Bye Bye Pythagoras,2018,Music Perception,"Parncutt, Richard",Austria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This was a literature review and discussion as to why ratio theory is inconsistent with a modern evidence-based understanding of musical structure, perception, and cognition.",Katie Vishwanath,Pythagoras; interval; ratio; intonation; pitch
Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study,2018,Music Perception,"Bullack, Antje",Germany,Germany,Germany,NA,10; 10,25.8; 29.7,3.19; 3.56,10,10,NA,NA,NA,NA,NA,Western,experimenter-created,Pilot,Katie Vishwanath,music listening; psychophysiology; autonomic activity; emotions; replication study
Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study,2018,Music Perception,"Bullack, Antje",Germany,Germany,Germany,NA,16; 16,26.25; 26.31,2.17; 3.57,16,16,NA,NA,NA,NA,NA,Western,experimenter-created,Full Study,Katie Vishwanath,music listening; psychophysiology; autonomic activity; emotions; replication study
Average Pitch Height and Perceived Emotional Expression Within an Unconventional Tuning System,2018,Music Perception,"Friedmann, Ronald S",US,US,US,NA,114,19.93,2.19,90,24,musicians; non-musicians,course credit,undergraduate students,NA,NA,Western,experimenter-created,NA,Katie Vishwanath,emotion; music; pitch height; interval size; Bohlen-Pierce scale
Distortion and Western Music Chord Processing: An ERP Study of Musicians and Nonmusicians,2018,Music Perception,"Virtala, Paula",Finland,Finland,Finland,NA,26,23.5,NA,13,13,musicians; non-musicians,volunteer,children; university students,NA,NA,Western,experimenter-created,NA,Katie Vishwanath,chord; musicians; distortion; harmony; cortical auditory processing
"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",US,US,US,NA,36,20.3,2.07,22,14,musicians; non-musicians,paid,university students,NA,artificial; instrumentals; international,Western; Japan,experimenter-created; precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",US,US,US,NA,36,20.3,2.07,22,14,musicians; non-musicians,paid,university students,NA,pop,Western,precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
"Embodied Listening and Timbre: Perceptual, Acoustical, and Neural Correlates",2018,Music Perception,"Wallmark, Zachary",US,US,US,Asian,15,19.1,0.72,8,7,musicians; non-musicians,paid,university students,NA,artificial; instrumentals; international,Western; Japan,experimenter-created; precomposed,NA,Katie Vishwanath,timbre perception; embodied cognition; fMRI; musical affect; noise
The Relative Importance of Aural and Visual Information in the Evaluation of Western Canon Music Performance by Musicians and Nonmusicians,2018,Music Perception,"Griffiths, Noola K.",UK,UK,UK,NA,34; 26,26.4; 44.0,7.04; 4.48,46,14,musicians; non-musicians,NA,university+,NA,classical,Western,precomposed,NA,Katie Vishwanath,aural information; visual information; multimodality; evaluation; performance
"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,524,24.4,6.6,393,131,NA,NA,undergraduate students,NA,classical,NA,NA,Questionnaire creation study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,296,32,14.6,119,174,NA,NA,undergraduate students,NA,classical,NA,NA,testing the questionnaire created in previous study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
"MUSEBAQ: A Modular Tool for Music Research to Assess Musicianship, Musical Capacity, Music Preferences, and Motivations for Music Use",2018,Music Perception,"Chin, Tan-Chyuan",Australia,NA,NA,NA,304,35.19,9.62,148,155,NA,NA,NA,NA,classical,NA,NA,validation of questionnaire created in previous study,Katie Vishwanath,music engagement; musicianship; musical capacity; music preferences; motivations for music use
Mitigating death anxiety: Identifying music’s role in terror management,2018,Psychology of Music,"Cardany, Audrey B.",US,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Literature review,Katie Vishwanath,Ernest Becker; death; functions of music; music and death anxiety; music education; Terror Management Theory
Music Performance Anxiety in adolescence and early adulthood: Its relation with the age of onset in musical training,2018,Psychology of Music,"Zarza-Alzugaray, Francisco Javier",Spain,Spain,Spain,NA,437; 209,22.64; 12.09,4.73; 4.22,324,322,musicians,NA,university students,NA,NA,NA,NA,Music Performance Anxiety questionnaire study,Katie Vishwanath,age of musical training onset; music conservatory; Music Performance Anxiety; music school; music students
"Self-determination theory applied to flow in conservatoire music practice: The roles of perceived autonomy and competence, and autonomous and controlled motivation",2018,Psychology of Music,"Valenzuela, Rafael",Spain,Spain,Spain,NA,162,22.48,4.34,73,89,musicians,volunteer,university students,NA,NA,NA,NA,Questionnaire study,Katie Vishwanath,autonomous motivation; conservatoire music practice; flow experience; music education; perceived autonomy; perceived competence; self-determination theory
Explorational instrumental practice: An expansive approach to the development of improvisation competence,2018,Psychology of Music,"Johansen, Guro Gravem",Norway,Norway; Sweden,NA,NA,13,NA,NA,NA,NA,musicians,NA,university students,NA,jazz,Western,NA,Qualitative Interview Study,Katie Vishwanath,expansive learning; explorational practice; improvisation; instrumental practice; jazz education
Development and evaluation of two brief group interventions for music performance anxiety in community musicians,2018,Psychology of Music,"Kenny, Dianna T.",Australia,Australia,Australia,NA,10,NA,NA,NA,NA,musicians,NA,adults; children,NA,NA,Western,precomposed,Pilot Study; Recital-based study; measuring using anxiety testing measures,Katie Vishwanath,anxiety sensitivity; cognitive behavioral therapy; community musicians; music performance anxiety; performance quality
Development and evaluation of two brief group interventions for music performance anxiety in community musicians,2018,Psychology of Music,"Kenny, Dianna T.",Australia,Australia,Australia,NA,68,44.51,15.95,45,23,musicians,NA,adults; children,15.54,NA,Western,precomposed,Recital-based study; measuring using anxiety testing measures,Katie Vishwanath,anxiety sensitivity; cognitive behavioral therapy; community musicians; music performance anxiety; performance quality
Beating time: How ensemble musicians’ cueing gestures communicate beat position and tempo,2018,Psychology of Music,"Bishop, Laura",Austria,Austria,Austria,NA,52,25,4,NA,NA,musicians,NA,university+,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,ensemble performance; human movement; interpersonal coordination; musical experise; visual communications
Music performance anxiety: A clinical outcome study into the effects of cognitive hypnotherapy and eye movement desensitisation and reprocessing in advanced pianists,2018,Psychology of Music,"Brooker, Elizabeth",UK,UK,UK,NA,46,NA,NA,29,17,musicians,NA,NA,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,cognition; implicit processes; intervention; state anxiety; trait anxiety
The effect of background music and noise on the cognitive test performance of Chinese introverts and extraverts,2018,Psychology of Music,"Kou, Siyi",UK,UK,China,Asian,92,25.6,3.9,59,33,NA,volunteer; other,NA,NA,pop,China,precomposed,NA,Katie Vishwanath,arousal; background music; cognition; culture; personality
"The relationship between music performance anxiety, subjective performance quality and post-event rumination among music students",2018,Psychology of Music,"Nielsen, Carole",Switzerland,Switzerland,Switzerland,NA,72,22.7,3,48,24,musicians,paid,university+,NA,classical,Western,precomposed,Recital-based study,Katie Vishwanath,field study; music performance anxiety; post-event rumination; social anxiety; subjective performance quality
Music education promotes lifelong engagement with the arts,2018,Psychology of Music,"Elpus, Kenneth",US,US,US,NA,35735,NA,NA,NA,NA,NA,NA,adults,NA,NA,NA,NA,analysis of 2012 Survey of Public Participation in the Arts,Katie Vishwanath,adults; audiences; engagement; lifespan; live performance; performance; school education
"The effect of regular listening to preferred music on pain, depression and anxiety in older care home residents",2018,Psychology of Music,"Costa, Fiona",UK,UK,UK,white,117,87,7.1,85,32,NA,NA,older adults,NA,classical,Western,precomposed,listened to compilation of music programs according to their preferences,Katie Vishwanath,anxiety; care homes; depression; older adults; pain; preferred music
Conflict in collaborative musical composition: A case study,2018,Psychology of Music,"Hill, Matthew",Australia,Australia,Australia,NA,3,NA,NA,NA,3,musicians,NA,NA,NA,NA,Western,precomposed,case study,Katie Vishwanath,collaboration; combined flow; conflict; creativity; empathetic creativity; group flow; music composition
Middle school band students’ self-determination to practice,2018,Psychology of Music,"Schatt, Matthew D.",US,US,US,NA,796,11.9,1.67,524,272,musicians,NA,children,2.01,classical,Western,NA,NA,Katie Vishwanath,band; middle school; motivation; music; practice; self-determination theory
Predicting emotional response to music through a compound neural network,2018,Psychology of Music,"Saiz-Clar, Elena",Spain,Spain,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,classical,Western,precomposed,how emotional effects of music can be explained using AI,Katie Vishwanath,activation; artificial intelligence; emotion; music; valence
Maternal engagement with music up to nine months post-birth: Findings from a cross-sectional study in England,2018,Psychology of Music,"Fancourt, Daisy ",UK,UK,UK,NA,473,NA,NA,473,NA,NA,other,NA,NA,classical,Western,NA,NA,Katie Vishwanath,cross-sectional; mothers; music engagement; postnatal; survey
Development and validation of the Psychosocial Risks Questionnaire for Musicians (PRQM),2018,Psychology of Music,"Jacukowicz, Aleksandra",Poland,Poland,Poland,NA,71,25.9,6.5,43,36,musicians,NA,NA,NA,NA,NA,NA,Questionnaire creation study,Katie Vishwanath,musicians; occupational stress; psychosocial risks; psychological stress; psychological tests
Development and validation of the Psychosocial Risks Questionnaire for Musicians (PRQM),2018,Psychology of Music,"Jacukowicz, Aleksandra",Poland,Poland,Poland,NA,154,37.6,11.3,85,69,musicians,NA,NA,NA,classical; pop,Western,NA,validation of questionnaire created in previous study,Katie Vishwanath,musicians; occupational stress; psychosocial risks; psychological stress; psychological tests
Contextual factors and wellbeing outcomes: Ethnographic analysis of an artist-led group songwriting program with young people,2018,Psychology of Music,"Baker, Felicity A.",Australia,Australia,Australia,NA,85,13.94,2.17,57,28,musicians,NA,NA,NA,NA,Western,precomposed,NA,Katie Vishwanath,artist-led programs; community music; music education; music therapy; regional communities; songwriting; wellbeing; young people
Adults recognize toddlers’ song renditions,2018,Psychology of Music,"Gudmundsdottir, Helga",Iceland,US,US,NA,25,NA,NA,NA,NA,NA,NA,adults,NA,classical,Western,precomposed,NA,Katie Vishwanath,early childhood; pitch; range; singing; toddlers
Adults recognize toddlers’ song renditions,2018,Psychology of Music,"Gudmundsdottir, Helga",Iceland,US,US,NA,18,2.5,NA,NA,NA,NA,NA,children,NA,classical,Western,precomposed,NA,Katie Vishwanath,early childhood; pitch; range; singing; toddlers
Self-affirmation improves music performance among performers high on the impulsivity dimension of sensation seeking,2018,Psychology of Music,"Churchill, Susan",UK,UK,UK,NA,65,19,2.02,47,18,musicians,NA,undergraduate students,NA,classical,Western,NA,NA; Literature Review,Katie Vishwanath,impusitivity; music performance; self-affirmation; sensation seeking
Music listening as self-enhancement: Effects of empowering music on momentary explicit and implicit self-esteem,2018,Psychology of Music,"Elvers, Paul",Germany,Germany,Germany,NA,118,25.05,4.45,68,50,NA,paid,university students,NA,NA,Western,precomposed,NA,Katie Vishwanath,implicit attitudes; music and social cognition; music and wellbeing; self-enhancement; self-esteem
The effects of instruction on the singing ability of children ages 5 to 11: A meta-analysis,2018,Psychology of Music,"Svec, Christina L.",US,US,US,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,Western,NA,meta-analysis of 34 studies,Katie Vishwanath,education; meta-analysis; pitch accuracy; singing; teaching; vocal development
