"","PaperTitle","Year","Journal","FirstAuthorName_cleaned","FirstAuthorCountry","CountryDataCollected","SamplePrimaryCountryofOrigin","Ethnicity","SampleSize","SampleAgeMean","SampleAgeSD","FemaleParticipantsNumber","MaleParticipantsNumber","SampleMusicianshipDescription","SamplingMethodDescription","SampleOtherDescription","MeanYearsEducation","MusicPrimaryGenre","MusicOriginCountry","MusicSource","Comments","CoderName","Keywords"
"919","Effects of Musical Context on the Recognition of Musical Motives During Listening",2018,"Music Perception","Taher, Cecilia ","Canada","Canada","Canada",NA,"20; 20","22.7; 26.3","2.9; 6.3","24","16","musicians","paid","university+",NA,"classical","Western","precomposed",NA,"KV","context effects; motivic identification; motivic similarity; motivic variation; Pierre Boulez"
"920","Tendency Towards the Average? The Aesthetic Evaluation of a Quantitatively Average Music Performance: A Successful Replication of Repp’s (1997) Study",2018,"Music Perception","Wolf, Anna","Germany","Germany; Taiwan","Germany; Taiwan","Asian","84; 121","29.4","8.9","117","88","musicians; non-musicians",NA,NA,"8.3","classical","Western","precomposed",NA,"KV","empirical aesthetics; cross-cultural; performance; music; evaluation"
"921","Action-sound Latency and the Perceived Quality of Digital Musical Instruments: Comparing Professional Percussionists and Amateur Musicians",2018,"Music Perception","Jack, Robert H.","UK","UK","UK",NA,"21",NA,NA,"4","17","musicians; non-musicians",NA,NA,NA,"artificial","Western","experimenter-created",NA,"KV","audiotactile latency; sensorimotor synchronization; quality judgments; percussionists; digital musical instruments"
"922","Andrzej Rakowski, 1931–2018",2018,"Music Perception","Makomaska, Sylwia","Poland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This paper was a tribute to a former researcher in the field","KV",NA
"923","Absolute Pitch and Relative Pitch in Music Students in the East and the West: Implications for Aural-Skills Education",2018,"Music Perception","Miyazaki, Kenichi","Japan","Japan; China; Poland; Germany; US","Japan; China; Poland; Germany; US","Asian","404; 165; 117; 57; 162",NA,NA,NA,NA,"musicians",NA,"undergraduate students",NA,"artificial","Western","experimenter-created",NA,"KV","absolute pitch; relative pitch; cross-cultural; tonality; music education"
"924","Developmental Links Between Speech Perception in Noise, Singing, and Cortical Processing of Music in Children with Cochlear Implants",2018,"Music Perception","Torppa, Ritva","Finland","Finland","Finland",NA,"43",NA,NA,"23","20","non-musicians",NA,"children",NA,"artificial","Western","experimenter-created",NA,"KV","ERP; MMN and P3a; informal singing and music instrument playing; perception of speech in noise; attention"
"925","Psychological and Musical Factors Underlying Engagement with Unfamiliar Music",2018,"Music Perception","Janata, Petr","US","US","US","Asian","98","21.1","3.1","60","38",NA,"course credit","undergraduate students",NA,"artificial; blues; rock; folk; funk; jazz; RnB; rock","Western","experimenter-created",NA,"KV","listening time; aesthetics; habituation; repetition; enjoyment; personality"
"926","Psychological and Musical Factors Underlying Engagement with Unfamiliar Music",2018,"Music Perception","Janata, Petr","US","US","US","Asian","93","20.5","3.1","74","19",NA,"course credit","undergraduate students",NA,"artificial; blues; rock; folk; funk; jazz; RnB; rock","Western","experimenter-created",NA,"KV","listening time; aesthetics; habituation; repetition; enjoyment; personality"
"927","Psychological and Musical Factors Underlying Engagement with Unfamiliar Music",2018,"Music Perception","Janata, Petr","US","US","US","Asian","283","20.5","2.7","204","79",NA,"course credit","undergraduate students",NA,"artificial; blues; rock; folk; funk; jazz; RnB; rock","Western","experimenter-created; precomposed",NA,"KV","listening time; aesthetics; habituation; repetition; enjoyment; personality"
"928","Expressiveness in Music From a Multimodal Perspective",2018,"Music Perception","Teixeira, Euler C.F.","Brazil","Brazil","Brazil",NA,"10",NA,NA,NA,NA,"musicians",NA,NA,NA,"classical","Western","precomposed",NA,"KV","music performance; movement recurrence; musical expressiveness; multimodal analysis; clarinet players"
"929","Challenges and Opportunities of Predicting Musical Emotions with Perceptual and Automatized Features",2018,"Music Perception","Lange, Elke B.","Germany","Germany","Germany",NA,"20",NA,NA,"6","12",NA,NA,NA,NA,"classical; blues; country; electronica; folk; hip-hop; jazz; metal; pop; reggae; rock; soul; traditional; world","Western","precomposed",NA,"KV","music information retrieval (MIR); feature extraction; emotion expression; expert ratings; predictive modeling"
"930","Tonality Without Structure: Using Drones to Induce Modes and Convey Moods",2018,"Music Perception","Bostwick, Jeffrey","US","US","US",NA,"32",NA,NA,NA,NA,NA,"course credit","university students",NA,"artificial","Western","experimenter-created",NA,"KV","mode; mood; tonality; drone; emotion"
"931","Activity Analysis and Coordination in Continuous Responses to Music",2018,"Music Perception","Upham, Finn","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"classical","Western","precomposed",NA,"KV","continuous response to music; statistics; time series analysis; agreement; response coordination"
"932","A Perceptual Study of Scale-degree Qualia in Context",2018,"Music Perception","Arthur, Claire","US","US","US",NA,"65",NA,NA,NA,NA,"musicians; non-musicians","volunteer","university students",NA,NA,"Western","experimenter-created",NA,"KV","scale degree; phenomenology; key profiles; melodic-harmonic interaction; pitch perception"
"933","Listener Expertise Enhances Intelligibility of Vocalizations in Death Metal Music",2018,"Music Perception","Olsen, Kirk N.","Australia","Australia","Australia",NA,"64","23.5","6.43","26","38","musicians; non-musicians",NA,"university+",NA,"death metal","Western","precomposed",NA,"KV","auditory perception, emotion, expertise, lyrics, perceptual learning"
"934","The Lone Instrument: Musical Solos and Sadness-Related Features",2018,"Music Perception","Hansen, Niels Chr.","US","US",NA,NA,"330",NA,NA,NA,NA,NA,NA,NA,NA,"classical","Western","precomposed","This paper selected and coded orchestral excerpts based on various sadness-related acoustical features and their solo/non-solo statuses","KV","emotion; musical analysis; instrumental music; cognitive musicology; corpus"
"935","Are Musical Autobiographical Memories Special? It Ain’t Necessarily So",2018,"Music Perception","Halpern, Andrea R.","US","US","US",NA,"41",NA,NA,"30","10",NA,NA,"undergraduate students",NA,NA,NA,NA,NA,"KV","autobiographical memory; music; emotion; experimental control; flashbulb memory"
"936","Are Musical Autobiographical Memories Special? It Ain’t Necessarily So",2018,"Music Perception","Halpern, Andrea R.","US","US","US",NA,"48",NA,NA,"33","15",NA,NA,"undergraduate students",NA,NA,NA,NA,NA,"KV","autobiographical memory; music; emotion; experimental control; flashbulb memory"
"937","Repetition Enhances the Musicality of Speech and Tone Stimuli to Similar Degrees",2018,"Music Perception","Tierney, Adam","UK","UK","UK",NA,"64","30","7.5","47","17","musicians; non-musicians","course credit; paid","university students",NA,"speech; artificial","Western","experimenter-created",NA,"KV","speech; singing; pitch; perception; language"
"938","Early Childhood Music Training and Associated Improvements in Music and Language Abilities",2018,"Music Perception","Hutchins, Sean","Canada","Canada","Canada",NA,"90","5",NA,"41","49","musicians","other","children",NA,"childrens","Western","precomposed","This paper had many speech/language/vocabulary tests and only one singing test","KV","music training; language; transfer; vocabulary; phonological processing"
"939","The Online Processing of Implied Harmony in the Perception of Tonal Melodies: Effects of Harmonic Expectations",2018,"Music Perception","Kim, Jung Nyo","US","US","US",NA,"18","19.6","2.2",NA,NA,"musicians","paid","university students",NA,"classical; artificial","Western","experimenter-created",NA,"KV","harmony; melody; online processing; expectations; reaction times"
"940","Did You Hear the Vocalist? Differences in Processing Between Short Segments of Familiar and Unfamiliar Music",2018,"Music Perception","Layman, Shannon L.","US","US","US",NA,"100","21.14",NA,"57","43","musicians; non-musicians",NA,"undergraduate students",NA,"pop","Western","precomposed",NA,"KV","popular music; music memory; familiarity; featural processing; cognition"
"941","Did You Hear the Vocalist? Differences in Processing Between Short Segments of Familiar and Unfamiliar Music",2018,"Music Perception","Layman, Shannon L.","US","US","US",NA,"60","25.1",NA,"39","21","musicians; non-musicians",NA,"undergraduate students",NA,"pop","Western","precomposed",NA,"KV","popular music; music memory; familiarity; featural processing; cognition"
"942","How Music Moves Us: Entraining to Musicians’ Movements",2018,"Music Perception","Demos, Alexander P.","US","US","US",NA,"29","19.04","0.73","20","9","musicians; non-musicians","course credit","university students",NA,"classical","Western","precomposed",NA,"KV","synchronization; entrainment; postural sway; music performance; music listening"
"943","How Music Moves Us: Entraining to Musicians’ Movements",2018,"Music Perception","Demos, Alexander P.","US","US","US",NA,"29","19.04","0.73","20","9","musicians; non-musicians","course credit","university students",NA,"classical","Western","precomposed",NA,"KV","synchronization; entrainment; postural sway; music performance; music listening"
"944","Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians",2018,"Music Perception","Nazari, Mohammad Ali","Iran","Iran","Iran",NA,"32","25","3","16","16","musicians; non-musicians","course credit","university+",NA,"artificial","Western","experimenter-created",NA,"KV","auditory perception; time dilation; oddball position; oddball deviancy; musicians"
"945","Time Dilation Caused by Oddball Serial Position and Pitch Deviancy: A Comparison of Musicians and Nonmusicians",2018,"Music Perception","Nazari, Mohammad Ali","Iran","Iran","Iran",NA,"32","26","3.2","13","19","musicians; non-musicians","course credit","university+",NA,"artificial","Western","experimenter-created",NA,"KV","auditory perception; time dilation; oddball position; oddball deviancy; musicians"
"946","Performers’ Motions Reflect the Intention to Express Short or Long Melodic Groupings",2018,"Music Perception","Huberth, Madeline","US","US","US",NA,"12",NA,NA,"6","6","musicians","paid","university+","14.7","classical","Western","precomposed",NA,"KV","movement; performance; interpretation; embodied cognition; melodic grouping"
"947","Musical Activity and Well-being: A New Quantitative Measurement Instrument",2018,"Music Perception","Krause, Amanda E.","Australia","Australia","Australia",NA,"207","32.95","13.4","138","69","musicians","volunteer",NA,NA,NA,NA,"experimenter-created","This was a questionnaire creation study.","KV","well-being; music-making; qualitative metaanalysis; music; participation"
"948","A Psychocultural Theory of Musical Interval: Bye Bye Pythagoras",2018,"Music Perception","Parncutt, Richard","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This was a literature review and discussion as to why ratio theory is inconsistent with a modern evidence-based understanding of musical structure, perception, and cognition.","KV","Pythagoras; interval; ratio; intonation; pitch"
"949","Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study",2018,"Music Perception","Bullack, Antje","Germany","Germany","Germany",NA,"10; 10","25.8; 29.7","3.19; 3.56","10","10",NA,NA,NA,NA,NA,"Western","experimenter-created","Pilot","KV","music listening; psychophysiology; autonomic activity; emotions; replication study"
"950","Psychophysiological Responses to “Happy” and “Sad” Music: A Replication Study",2018,"Music Perception","Bullack, Antje","Germany","Germany","Germany",NA,"16; 16","26.25; 26.31","2.17; 3.57","16","16",NA,NA,NA,NA,NA,"Western","experimenter-created","Full Study","KV","music listening; psychophysiology; autonomic activity; emotions; replication study"
"951","Average Pitch Height and Perceived Emotional Expression Within an Unconventional Tuning System",2018,"Music Perception","Friedmann, Ronald S","US","US","US",NA,"114","19.93","2.19","90","24","musicians; non-musicians","course credit","undergraduate students",NA,NA,"Western","experimenter-created",NA,"KV","emotion; music; pitch height; interval size; Bohlen-Pierce scale"
"952","Distortion and Western Music Chord Processing: An ERP Study of Musicians and Nonmusicians",2018,"Music Perception","Virtala, Paula","Finland","Finland","Finland",NA,"26","23.5",NA,"13","13","musicians; non-musicians","volunteer","children; university students",NA,NA,"Western","experimenter-created",NA,"KV","chord; musicians; distortion; harmony; cortical auditory processing"
